SampleID	Population
AMR___PUR___HG00742	American
AMR___PUR___HG00743	American
AMR___PUR___HG01047	American
AMR___PUR___HG01048	American
AMR___PUR___HG01049	American
AMR___PUR___HG01051	American
AMR___PUR___HG01052	American
AMR___PUR___HG01054	American
AMR___PUR___HG01055	American
AMR___PUR___HG01058	American
AMR___PUR___HG01060	American
AMR___PUR___HG01061	American
AMR___PUR___HG01063	American
AMR___PUR___HG01064	American
AMR___PUR___HG01066	American
AMR___PUR___HG01067	American
AMR___PUR___HG01069	American
AMR___PUR___HG01070	American
AMR___PUR___HG01072	American
AMR___PUR___HG01073	American
AMR___PUR___HG01075	American
AMR___PUR___HG01077	American
AMR___PUR___HG01079	American
AMR___PUR___HG01080	American
AMR___PUR___HG01082	American
AMR___PUR___HG01083	American
AMR___PUR___HG01085	American
AMR___PUR___HG01086	American
AMR___PUR___HG01088	American
AMR___PUR___HG01089	American
AMR___PUR___HG01092	American
AMR___PUR___HG01094	American
AMR___PUR___HG01095	American
AMR___PUR___HG01097	American
AMR___PUR___HG01098	American
AMR___PUR___HG01101	American
AMR___PUR___HG01102	American
AMR___PUR___HG01104	American
AMR___PUR___HG01105	American
AMR___PUR___HG01107	American
AMR___PUR___HG01108	American
AMR___PUR___HG01110	American
AMR___PUR___HG01111	American
AMR___PUR___HG01161	American
AMR___PUR___HG01162	American
AMR___PUR___HG01164	American
AMR___PUR___HG01167	American
AMR___PUR___HG01168	American
AMR___PUR___HG01170	American
AMR___PUR___HG01171	American
AMR___PUR___HG01173	American
AMR___PUR___HG01174	American
AMR___PUR___HG01176	American
AMR___PUR___HG01177	American
AMR___PUR___HG01182	American
AMR___PUR___HG01183	American
AMR___PUR___HG01187	American
AMR___PUR___HG01188	American
AMR___PUR___HG01190	American
AMR___PUR___HG01191	American
AMR___PUR___HG01197	American
AMR___PUR___HG01198	American
AMR___PUR___HG01200	American
AMR___PUR___HG01204	American
AMR___PUR___HG01205	American
AMR___PUR___HG01241	American
AMR___PUR___HG01242	American
AMR___PUR___HG01247	American
AMR___PUR___HG01248	American
AMR___PUR___HG01286	American
AMR___PUR___HG01302	American
AMR___PUR___HG01303	American
AMR___PUR___HG01305	American
AMR___PUR___HG01308	American
AMR___PUR___HG01311	American
AMR___PUR___HG01312	American
AMR___PUR___HG01323	American
AMR___PUR___HG01325	American
AMR___PUR___HG01326	American
AMR___PUR___HG01392	American
AMR___PUR___HG01393	American
AMR___PUR___HG01395	American
AMR___PUR___HG01396	American
AMR___PUR___HG01398	American
AMR___PUR___HG01402	American
AMR___PUR___HG01403	American
AMR___PUR___HG01405	American
AMR___PUR___HG01412	American
AMR___PUR___HG01413	American
AMR___PUR___HG01414	American
EAS___CDX___HG00759	East Asian
EAS___CDX___HG00766	East Asian
EAS___CDX___HG00844	East Asian
EAS___CDX___HG00851	East Asian
EAS___CDX___HG00864	East Asian
EAS___CDX___HG00867	East Asian
EAS___CDX___HG00879	East Asian
EAS___CDX___HG00881	East Asian
EAS___CDX___HG00956	East Asian
EAS___CDX___HG00978	East Asian
EAS___CDX___HG00982	East Asian
EAS___CDX___HG01028	East Asian
EAS___CDX___HG01029	East Asian
EAS___CDX___HG01031	East Asian
EAS___CDX___HG01046	East Asian
EAS___CDX___HG01794	East Asian
EAS___CDX___HG01795	East Asian
EAS___CDX___HG01796	East Asian
EAS___CDX___HG01797	East Asian
EAS___CDX___HG01798	East Asian
EAS___CDX___HG01799	East Asian
EAS___CDX___HG01800	East Asian
EAS___CDX___HG01801	East Asian
EAS___CDX___HG01802	East Asian
EAS___CDX___HG01804	East Asian
EAS___CDX___HG01805	East Asian
EAS___CDX___HG01806	East Asian
EAS___CDX___HG01807	East Asian
EAS___CDX___HG01808	East Asian
EAS___CDX___HG01809	East Asian
EAS___CDX___HG01810	East Asian
EAS___CDX___HG01811	East Asian
EAS___CDX___HG01812	East Asian
EAS___CDX___HG01813	East Asian
EAS___CDX___HG01815	East Asian
EAS___CDX___HG01816	East Asian
EAS___CDX___HG01817	East Asian
EAS___CDX___HG02151	East Asian
EAS___CDX___HG02152	East Asian
EAS___CDX___HG02153	East Asian
EAS___CDX___HG02154	East Asian
EAS___CDX___HG02155	East Asian
EAS___CDX___HG02156	East Asian
EAS___CDX___HG02164	East Asian
EAS___CDX___HG02165	East Asian
EAS___CDX___HG02166	East Asian
EAS___CDX___HG02168	East Asian
EAS___CDX___HG02169	East Asian
EAS___CDX___HG02170	East Asian
EAS___CDX___HG02173	East Asian
EAS___CDX___HG02176	East Asian
EAS___CDX___HG02178	East Asian
EAS___CDX___HG02179	East Asian
EAS___CDX___HG02180	East Asian
EAS___CDX___HG02181	East Asian
EAS___CDX___HG02182	East Asian
EAS___CDX___HG02184	East Asian
EAS___CDX___HG02185	East Asian
EAS___CDX___HG02186	East Asian
EAS___CDX___HG02187	East Asian
EAS___CDX___HG02188	East Asian
EAS___CDX___HG02190	East Asian
EAS___CDX___HG02250	East Asian
EAS___CDX___HG02351	East Asian
EAS___CDX___HG02353	East Asian
EAS___CDX___HG02355	East Asian
EAS___CDX___HG02356	East Asian
EAS___CDX___HG02358	East Asian
EAS___CDX___HG02360	East Asian
EAS___CDX___HG02364	East Asian
EAS___CDX___HG02367	East Asian
EAS___CDX___HG02371	East Asian
EAS___CDX___HG02373	East Asian
EAS___CDX___HG02374	East Asian
EAS___CDX___HG02375	East Asian
EAS___CDX___HG02379	East Asian
EAS___CDX___HG02380	East Asian
EAS___CDX___HG02382	East Asian
EAS___CDX___HG02383	East Asian
EAS___CDX___HG02384	East Asian
EAS___CDX___HG02385	East Asian
EAS___CDX___HG02386	East Asian
EAS___CDX___HG02389	East Asian
EAS___CDX___HG02390	East Asian
EAS___CDX___HG02391	East Asian
EAS___CDX___HG02392	East Asian
EAS___CDX___HG02394	East Asian
EAS___CDX___HG02395	East Asian
EAS___CDX___HG02396	East Asian
EAS___CDX___HG02397	East Asian
EAS___CDX___HG02398	East Asian
EAS___CDX___HG02399	East Asian
EAS___CDX___HG02401	East Asian
EAS___CDX___HG02402	East Asian
EAS___CDX___HG02405	East Asian
EAS___CDX___HG02406	East Asian
EAS___CDX___HG02407	East Asian
EAS___CDX___HG02408	East Asian
EAS___CDX___HG02409	East Asian
EAS___CDX___HG02410	East Asian
EAS___CHB___NA18525	East Asian
EAS___CHB___NA18526	East Asian
EAS___CHB___NA18527	East Asian
EAS___CHB___NA18528	East Asian
EAS___CHB___NA18530	East Asian
EAS___CHB___NA18531	East Asian
EAS___CHB___NA18532	East Asian
EAS___CHB___NA18533	East Asian
EAS___CHB___NA18534	East Asian
EAS___CHB___NA18535	East Asian
EAS___CHB___NA18536	East Asian
EAS___CHB___NA18537	East Asian
EAS___CHB___NA18538	East Asian
EAS___CHB___NA18539	East Asian
EAS___CHB___NA18541	East Asian
EAS___CHB___NA18542	East Asian
EAS___CHB___NA18543	East Asian
EAS___CHB___NA18544	East Asian
EAS___CHB___NA18545	East Asian
EAS___CHB___NA18546	East Asian
EAS___CHB___NA18547	East Asian
EAS___CHB___NA18548	East Asian
EAS___CHB___NA18549	East Asian
EAS___CHB___NA18550	East Asian
EAS___CHB___NA18552	East Asian
EAS___CHB___NA18553	East Asian
EAS___CHB___NA18555	East Asian
EAS___CHB___NA18557	East Asian
EAS___CHB___NA18558	East Asian
EAS___CHB___NA18559	East Asian
EAS___CHB___NA18560	East Asian
EAS___CHB___NA18561	East Asian
EAS___CHB___NA18562	East Asian
EAS___CHB___NA18563	East Asian
EAS___CHB___NA18564	East Asian
EAS___CHB___NA18565	East Asian
EAS___CHB___NA18566	East Asian
EAS___CHB___NA18567	East Asian
EAS___CHB___NA18570	East Asian
EAS___CHB___NA18571	East Asian
EAS___CHB___NA18572	East Asian
EAS___CHB___NA18573	East Asian
EAS___CHB___NA18574	East Asian
EAS___CHB___NA18576	East Asian
EAS___CHB___NA18577	East Asian
EAS___CHB___NA18579	East Asian
EAS___CHB___NA18582	East Asian
EAS___CHB___NA18591	East Asian
EAS___CHB___NA18592	East Asian
EAS___CHB___NA18593	East Asian
EAS___CHB___NA18595	East Asian
EAS___CHB___NA18596	East Asian
EAS___CHB___NA18597	East Asian
EAS___CHB___NA18599	East Asian
EAS___CHB___NA18602	East Asian
EAS___CHB___NA18603	East Asian
EAS___CHB___NA18605	East Asian
EAS___CHB___NA18606	East Asian
EAS___CHB___NA18608	East Asian
EAS___CHB___NA18609	East Asian
EAS___CHB___NA18610	East Asian
EAS___CHB___NA18611	East Asian
EAS___CHB___NA18612	East Asian
EAS___CHB___NA18613	East Asian
EAS___CHB___NA18614	East Asian
EAS___CHB___NA18615	East Asian
EAS___CHB___NA18616	East Asian
EAS___CHB___NA18617	East Asian
EAS___CHB___NA18618	East Asian
EAS___CHB___NA18619	East Asian
EAS___CHB___NA18620	East Asian
EAS___CHB___NA18621	East Asian
EAS___CHB___NA18622	East Asian
EAS___CHB___NA18623	East Asian
EAS___CHB___NA18624	East Asian
EAS___CHB___NA18625	East Asian
EAS___CHB___NA18626	East Asian
EAS___CHB___NA18627	East Asian
EAS___CHB___NA18628	East Asian
EAS___CHB___NA18629	East Asian
EAS___CHB___NA18630	East Asian
EAS___CHB___NA18631	East Asian
EAS___CHB___NA18632	East Asian
EAS___CHB___NA18633	East Asian
EAS___CHB___NA18634	East Asian
EAS___CHB___NA18635	East Asian
EAS___CHB___NA18636	East Asian
EAS___CHB___NA18637	East Asian
EAS___CHB___NA18638	East Asian
EAS___CHB___NA18639	East Asian
EAS___CHB___NA18640	East Asian
EAS___CHB___NA18641	East Asian
EAS___CHB___NA18642	East Asian
EAS___CHB___NA18643	East Asian
EAS___CHB___NA18644	East Asian
EAS___CHB___NA18645	East Asian
EAS___CHB___NA18646	East Asian
EAS___CHB___NA18647	East Asian
EAS___CHB___NA18648	East Asian
EAS___CHB___NA18740	East Asian
EAS___CHB___NA18745	East Asian
EAS___CHB___NA18747	East Asian
EAS___CHB___NA18748	East Asian
EAS___CHB___NA18749	East Asian
EAS___CHB___NA18757	East Asian
EAS___CHB___NA18791	East Asian
EAS___CHS___HG00403	East Asian
EAS___CHS___HG00404	East Asian
EAS___CHS___HG00406	East Asian
EAS___CHS___HG00407	East Asian
EAS___CHS___HG00409	East Asian
EAS___CHS___HG00410	East Asian
EAS___CHS___HG00419	East Asian
EAS___CHS___HG00421	East Asian
EAS___CHS___HG00422	East Asian
EAS___CHS___HG00428	East Asian
EAS___CHS___HG00436	East Asian
EAS___CHS___HG00437	East Asian
EAS___CHS___HG00442	East Asian
EAS___CHS___HG00443	East Asian
EAS___CHS___HG00445	East Asian
EAS___CHS___HG00446	East Asian
EAS___CHS___HG00448	East Asian
EAS___CHS___HG00449	East Asian
EAS___CHS___HG00451	East Asian
EAS___CHS___HG00452	East Asian
EAS___CHS___HG00457	East Asian
EAS___CHS___HG00458	East Asian
EAS___CHS___HG00463	East Asian
EAS___CHS___HG00464	East Asian
EAS___CHS___HG00472	East Asian
EAS___CHS___HG00473	East Asian
EAS___CHS___HG00475	East Asian
EAS___CHS___HG00476	East Asian
EAS___CHS___HG00478	East Asian
EAS___CHS___HG00479	East Asian
EAS___CHS___HG00500	East Asian
EAS___CHS___HG00513	East Asian
EAS___CHS___HG00524	East Asian
EAS___CHS___HG00525	East Asian
EAS___CHS___HG00530	East Asian
EAS___CHS___HG00531	East Asian
EAS___CHS___HG00533	East Asian
EAS___CHS___HG00534	East Asian
EAS___CHS___HG00536	East Asian
EAS___CHS___HG00537	East Asian
EAS___CHS___HG00542	East Asian
EAS___CHS___HG00543	East Asian
EAS___CHS___HG00556	East Asian
EAS___CHS___HG00557	East Asian
EAS___CHS___HG00559	East Asian
EAS___CHS___HG00560	East Asian
EAS___CHS___HG00565	East Asian
EAS___CHS___HG00566	East Asian
EAS___CHS___HG00580	East Asian
EAS___CHS___HG00581	East Asian
EAS___CHS___HG00583	East Asian
EAS___CHS___HG00584	East Asian
EAS___CHS___HG00589	East Asian
EAS___CHS___HG00590	East Asian
EAS___CHS___HG00592	East Asian
EAS___CHS___HG00593	East Asian
EAS___CHS___HG00595	East Asian
EAS___CHS___HG00596	East Asian
EAS___CHS___HG00598	East Asian
EAS___CHS___HG00599	East Asian
EAS___CHS___HG00607	East Asian
EAS___CHS___HG00608	East Asian
EAS___CHS___HG00610	East Asian
EAS___CHS___HG00611	East Asian
EAS___CHS___HG00613	East Asian
EAS___CHS___HG00614	East Asian
EAS___CHS___HG00619	East Asian
EAS___CHS___HG00620	East Asian
EAS___CHS___HG00622	East Asian
EAS___CHS___HG00623	East Asian
EAS___CHS___HG00625	East Asian
EAS___CHS___HG00626	East Asian
EAS___CHS___HG00628	East Asian
EAS___CHS___HG00629	East Asian
EAS___CHS___HG00631	East Asian
EAS___CHS___HG00632	East Asian
EAS___CHS___HG00634	East Asian
EAS___CHS___HG00650	East Asian
EAS___CHS___HG00651	East Asian
EAS___CHS___HG00653	East Asian
EAS___CHS___HG00654	East Asian
EAS___CHS___HG00656	East Asian
EAS___CHS___HG00657	East Asian
EAS___CHS___HG00662	East Asian
EAS___CHS___HG00663	East Asian
EAS___CHS___HG00671	East Asian
EAS___CHS___HG00672	East Asian
EAS___CHS___HG00674	East Asian
EAS___CHS___HG00675	East Asian
EAS___CHS___HG00683	East Asian
EAS___CHS___HG00684	East Asian
EAS___CHS___HG00689	East Asian
EAS___CHS___HG00690	East Asian
EAS___CHS___HG00692	East Asian
EAS___CHS___HG00693	East Asian
EAS___CHS___HG00698	East Asian
EAS___CHS___HG00699	East Asian
EAS___CHS___HG00701	East Asian
EAS___CHS___HG00704	East Asian
EAS___CHS___HG00705	East Asian
EAS___CHS___HG00707	East Asian
EAS___CHS___HG00708	East Asian
EAS___CHS___HG00717	East Asian
EAS___CHS___HG00728	East Asian
EAS___CHS___HG00729	East Asian
EAS___JPT___NA18939	East Asian
EAS___JPT___NA18940	East Asian
EAS___JPT___NA18941	East Asian
EAS___JPT___NA18942	East Asian
EAS___JPT___NA18943	East Asian
EAS___JPT___NA18944	East Asian
EAS___JPT___NA18945	East Asian
EAS___JPT___NA18946	East Asian
EAS___JPT___NA18947	East Asian
EAS___JPT___NA18948	East Asian
EAS___JPT___NA18949	East Asian
EAS___JPT___NA18950	East Asian
EAS___JPT___NA18951	East Asian
EAS___JPT___NA18952	East Asian
EAS___JPT___NA18953	East Asian
EAS___JPT___NA18954	East Asian
EAS___JPT___NA18955	East Asian
EAS___JPT___NA18956	East Asian
EAS___JPT___NA18957	East Asian
EAS___JPT___NA18959	East Asian
EAS___JPT___NA18960	East Asian
EAS___JPT___NA18961	East Asian
EAS___JPT___NA18962	East Asian
EAS___JPT___NA18963	East Asian
EAS___JPT___NA18964	East Asian
EAS___JPT___NA18965	East Asian
EAS___JPT___NA18966	East Asian
EAS___JPT___NA18967	East Asian
EAS___JPT___NA18968	East Asian
EAS___JPT___NA18969	East Asian
EAS___JPT___NA18970	East Asian
EAS___JPT___NA18971	East Asian
EAS___JPT___NA18972	East Asian
EAS___JPT___NA18973	East Asian
EAS___JPT___NA18974	East Asian
EAS___JPT___NA18975	East Asian
EAS___JPT___NA18976	East Asian
EAS___JPT___NA18977	East Asian
EAS___JPT___NA18978	East Asian
EAS___JPT___NA18979	East Asian
EAS___JPT___NA18980	East Asian
EAS___JPT___NA18981	East Asian
EAS___JPT___NA18982	East Asian
EAS___JPT___NA18983	East Asian
EAS___JPT___NA18984	East Asian
EAS___JPT___NA18985	East Asian
EAS___JPT___NA18986	East Asian
EAS___JPT___NA18987	East Asian
EAS___JPT___NA18988	East Asian
EAS___JPT___NA18989	East Asian
EAS___JPT___NA18990	East Asian
EAS___JPT___NA18991	East Asian
EAS___JPT___NA18992	East Asian
EAS___JPT___NA18993	East Asian
EAS___JPT___NA18994	East Asian
EAS___JPT___NA18995	East Asian
EAS___JPT___NA18997	East Asian
EAS___JPT___NA18998	East Asian
EAS___JPT___NA18999	East Asian
EAS___JPT___NA19000	East Asian
EAS___JPT___NA19001	East Asian
EAS___JPT___NA19002	East Asian
EAS___JPT___NA19003	East Asian
EAS___JPT___NA19004	East Asian
EAS___JPT___NA19005	East Asian
EAS___JPT___NA19006	East Asian
EAS___JPT___NA19007	East Asian
EAS___JPT___NA19009	East Asian
EAS___JPT___NA19010	East Asian
EAS___JPT___NA19011	East Asian
EAS___JPT___NA19012	East Asian
EAS___JPT___NA19054	East Asian
EAS___JPT___NA19055	East Asian
EAS___JPT___NA19056	East Asian
EAS___JPT___NA19057	East Asian
EAS___JPT___NA19058	East Asian
EAS___JPT___NA19059	East Asian
EAS___JPT___NA19060	East Asian
EAS___JPT___NA19062	East Asian
EAS___JPT___NA19063	East Asian
EAS___JPT___NA19064	East Asian
EAS___JPT___NA19065	East Asian
EAS___JPT___NA19066	East Asian
EAS___JPT___NA19067	East Asian
EAS___JPT___NA19068	East Asian
EAS___JPT___NA19070	East Asian
EAS___JPT___NA19072	East Asian
EAS___JPT___NA19074	East Asian
EAS___JPT___NA19075	East Asian
EAS___JPT___NA19076	East Asian
EAS___JPT___NA19077	East Asian
EAS___JPT___NA19078	East Asian
EAS___JPT___NA19079	East Asian
EAS___JPT___NA19080	East Asian
EAS___JPT___NA19081	East Asian
EAS___JPT___NA19082	East Asian
EAS___JPT___NA19083	East Asian
EAS___JPT___NA19084	East Asian
EAS___JPT___NA19085	East Asian
EAS___JPT___NA19086	East Asian
EAS___JPT___NA19087	East Asian
EAS___JPT___NA19088	East Asian
EAS___JPT___NA19089	East Asian
EAS___JPT___NA19090	East Asian
EAS___JPT___NA19091	East Asian
EAS___KHV___HG01595	East Asian
EAS___KHV___HG01596	East Asian
EAS___KHV___HG01597	East Asian
EAS___KHV___HG01598	East Asian
EAS___KHV___HG01599	East Asian
EAS___KHV___HG01600	East Asian
EAS___KHV___HG01840	East Asian
EAS___KHV___HG01841	East Asian
EAS___KHV___HG01842	East Asian
EAS___KHV___HG01843	East Asian
EAS___KHV___HG01844	East Asian
EAS___KHV___HG01845	East Asian
EAS___KHV___HG01846	East Asian
EAS___KHV___HG01847	East Asian
EAS___KHV___HG01848	East Asian
EAS___KHV___HG01849	East Asian
EAS___KHV___HG01850	East Asian
EAS___KHV___HG01851	East Asian
EAS___KHV___HG01852	East Asian
EAS___KHV___HG01853	East Asian
EAS___KHV___HG01855	East Asian
EAS___KHV___HG01857	East Asian
EAS___KHV___HG01858	East Asian
EAS___KHV___HG01859	East Asian
EAS___KHV___HG01860	East Asian
EAS___KHV___HG01861	East Asian
EAS___KHV___HG01862	East Asian
EAS___KHV___HG01863	East Asian
EAS___KHV___HG01864	East Asian
EAS___KHV___HG01865	East Asian
EAS___KHV___HG01866	East Asian
EAS___KHV___HG01867	East Asian
EAS___KHV___HG01868	East Asian
EAS___KHV___HG01869	East Asian
EAS___KHV___HG01870	East Asian
EAS___KHV___HG01871	East Asian
EAS___KHV___HG01872	East Asian
EAS___KHV___HG01873	East Asian
EAS___KHV___HG01874	East Asian
EAS___KHV___HG01878	East Asian
EAS___KHV___HG02016	East Asian
EAS___KHV___HG02017	East Asian
EAS___KHV___HG02019	East Asian
EAS___KHV___HG02020	East Asian
EAS___KHV___HG02023	East Asian
EAS___KHV___HG02025	East Asian
EAS___KHV___HG02026	East Asian
EAS___KHV___HG02028	East Asian
EAS___KHV___HG02029	East Asian
EAS___KHV___HG02031	East Asian
EAS___KHV___HG02032	East Asian
EAS___KHV___HG02035	East Asian
EAS___KHV___HG02040	East Asian
EAS___KHV___HG02047	East Asian
EAS___KHV___HG02048	East Asian
EAS___KHV___HG02049	East Asian
EAS___KHV___HG02050	East Asian
EAS___KHV___HG02057	East Asian
EAS___KHV___HG02058	East Asian
EAS___KHV___HG02060	East Asian
EAS___KHV___HG02061	East Asian
EAS___KHV___HG02064	East Asian
EAS___KHV___HG02067	East Asian
EAS___KHV___HG02069	East Asian
EAS___KHV___HG02070	East Asian
EAS___KHV___HG02072	East Asian
EAS___KHV___HG02073	East Asian
EAS___KHV___HG02075	East Asian
EAS___KHV___HG02076	East Asian
EAS___KHV___HG02078	East Asian
EAS___KHV___HG02079	East Asian
EAS___KHV___HG02081	East Asian
EAS___KHV___HG02082	East Asian
EAS___KHV___HG02084	East Asian
EAS___KHV___HG02085	East Asian
EAS___KHV___HG02086	East Asian
EAS___KHV___HG02087	East Asian
EAS___KHV___HG02088	East Asian
EAS___KHV___HG02113	East Asian
EAS___KHV___HG02116	East Asian
EAS___KHV___HG02121	East Asian
EAS___KHV___HG02122	East Asian
EAS___KHV___HG02127	East Asian
EAS___KHV___HG02128	East Asian
EAS___KHV___HG02130	East Asian
EAS___KHV___HG02131	East Asian
EAS___KHV___HG02133	East Asian
EAS___KHV___HG02134	East Asian
EAS___KHV___HG02136	East Asian
EAS___KHV___HG02137	East Asian
EAS___KHV___HG02138	East Asian
EAS___KHV___HG02139	East Asian
EAS___KHV___HG02140	East Asian
EAS___KHV___HG02141	East Asian
EAS___KHV___HG02142	East Asian
EAS___KHV___HG02512	East Asian
EAS___KHV___HG02513	East Asian
EAS___KHV___HG02521	East Asian
EAS___KHV___HG02522	East Asian
EUR___CEU___NA06984	European
EUR___CEU___NA06985	European
EUR___CEU___NA06986	European
EUR___CEU___NA06989	European
EUR___CEU___NA06994	European
EUR___CEU___NA07000	European
EUR___CEU___NA07037	European
EUR___CEU___NA07048	European
EUR___CEU___NA07051	European
EUR___CEU___NA07056	European
EUR___CEU___NA07347	European
EUR___CEU___NA07357	European
EUR___CEU___NA10847	European
EUR___CEU___NA10851	European
EUR___CEU___NA11829	European
EUR___CEU___NA11830	European
EUR___CEU___NA11831	European
EUR___CEU___NA11832	European
EUR___CEU___NA11840	European
EUR___CEU___NA11843	European
EUR___CEU___NA11881	European
EUR___CEU___NA11892	European
EUR___CEU___NA11893	European
EUR___CEU___NA11894	European
EUR___CEU___NA11918	European
EUR___CEU___NA11919	European
EUR___CEU___NA11920	European
EUR___CEU___NA11930	European
EUR___CEU___NA11931	European
EUR___CEU___NA11932	European
EUR___CEU___NA11933	European
EUR___CEU___NA11992	European
EUR___CEU___NA11994	European
EUR___CEU___NA11995	European
EUR___CEU___NA12003	European
EUR___CEU___NA12004	European
EUR___CEU___NA12005	European
EUR___CEU___NA12006	European
EUR___CEU___NA12043	European
EUR___CEU___NA12044	European
EUR___CEU___NA12045	European
EUR___CEU___NA12046	European
EUR___CEU___NA12058	European
EUR___CEU___NA12144	European
EUR___CEU___NA12154	European
EUR___CEU___NA12155	European
EUR___CEU___NA12156	European
EUR___CEU___NA12234	European
EUR___CEU___NA12249	European
EUR___CEU___NA12272	European
EUR___CEU___NA12273	European
EUR___CEU___NA12275	European
EUR___CEU___NA12282	European
EUR___CEU___NA12283	European
EUR___CEU___NA12286	European
EUR___CEU___NA12287	European
EUR___CEU___NA12340	European
EUR___CEU___NA12341	European
EUR___CEU___NA12342	European
EUR___CEU___NA12347	European
EUR___CEU___NA12348	European
EUR___CEU___NA12383	European
EUR___CEU___NA12399	European
EUR___CEU___NA12400	European
EUR___CEU___NA12413	European
EUR___CEU___NA12414	European
EUR___CEU___NA12489	European
EUR___CEU___NA12546	European
EUR___CEU___NA12716	European
EUR___CEU___NA12717	European
EUR___CEU___NA12718	European
EUR___CEU___NA12748	European
EUR___CEU___NA12749	European
EUR___CEU___NA12750	European
EUR___CEU___NA12751	European
EUR___CEU___NA12760	European
EUR___CEU___NA12761	European
EUR___CEU___NA12762	European
EUR___CEU___NA12763	European
EUR___CEU___NA12775	European
EUR___CEU___NA12776	European
EUR___CEU___NA12777	European
EUR___CEU___NA12778	European
EUR___CEU___NA12812	European
EUR___CEU___NA12813	European
EUR___CEU___NA12814	European
EUR___CEU___NA12815	European
EUR___CEU___NA12827	European
EUR___CEU___NA12828	European
EUR___CEU___NA12829	European
EUR___CEU___NA12830	European
EUR___CEU___NA12842	European
EUR___CEU___NA12843	European
EUR___CEU___NA12872	European
EUR___CEU___NA12873	European
EUR___CEU___NA12874	European
EUR___CEU___NA12878	European
EUR___CEU___NA12889	European
EUR___CEU___NA12890	European
EUR___FIN___HG00171	European
EUR___FIN___HG00173	European
EUR___FIN___HG00174	European
EUR___FIN___HG00176	European
EUR___FIN___HG00177	European
EUR___FIN___HG00178	European
EUR___FIN___HG00179	European
EUR___FIN___HG00180	European
EUR___FIN___HG00181	European
EUR___FIN___HG00182	European
EUR___FIN___HG00183	European
EUR___FIN___HG00185	European
EUR___FIN___HG00186	European
EUR___FIN___HG00187	European
EUR___FIN___HG00188	European
EUR___FIN___HG00189	European
EUR___FIN___HG00190	European
EUR___FIN___HG00266	European
EUR___FIN___HG00267	European
EUR___FIN___HG00268	European
EUR___FIN___HG00269	European
EUR___FIN___HG00270	European
EUR___FIN___HG00271	European
EUR___FIN___HG00272	European
EUR___FIN___HG00273	European
EUR___FIN___HG00274	European
EUR___FIN___HG00275	European
EUR___FIN___HG00276	European
EUR___FIN___HG00277	European
EUR___FIN___HG00278	European
EUR___FIN___HG00280	European
EUR___FIN___HG00281	European
EUR___FIN___HG00282	European
EUR___FIN___HG00284	European
EUR___FIN___HG00285	European
EUR___FIN___HG00288	European
EUR___FIN___HG00290	European
EUR___FIN___HG00302	European
EUR___FIN___HG00303	European
EUR___FIN___HG00304	European
EUR___FIN___HG00306	European
EUR___FIN___HG00308	European
EUR___FIN___HG00309	European
EUR___FIN___HG00310	European
EUR___FIN___HG00311	European
EUR___FIN___HG00312	European
EUR___FIN___HG00313	European
EUR___FIN___HG00315	European
EUR___FIN___HG00318	European
EUR___FIN___HG00319	European
EUR___FIN___HG00320	European
EUR___FIN___HG00321	European
EUR___FIN___HG00323	European
EUR___FIN___HG00324	European
EUR___FIN___HG00325	European
EUR___FIN___HG00326	European
EUR___FIN___HG00327	European
EUR___FIN___HG00328	European
EUR___FIN___HG00329	European
EUR___FIN___HG00330	European
EUR___FIN___HG00331	European
EUR___FIN___HG00332	European
EUR___FIN___HG00334	European
EUR___FIN___HG00335	European
EUR___FIN___HG00336	European
EUR___FIN___HG00337	European
EUR___FIN___HG00338	European
EUR___FIN___HG00339	European
EUR___FIN___HG00341	European
EUR___FIN___HG00342	European
EUR___FIN___HG00343	European
EUR___FIN___HG00344	European
EUR___FIN___HG00345	European
EUR___FIN___HG00346	European
EUR___FIN___HG00349	European
EUR___FIN___HG00350	European
EUR___FIN___HG00351	European
EUR___FIN___HG00353	European
EUR___FIN___HG00355	European
EUR___FIN___HG00356	European
EUR___FIN___HG00357	European
EUR___FIN___HG00358	European
EUR___FIN___HG00359	European
EUR___FIN___HG00360	European
EUR___FIN___HG00361	European
EUR___FIN___HG00362	European
EUR___FIN___HG00364	European
EUR___FIN___HG00365	European
EUR___FIN___HG00366	European
EUR___FIN___HG00367	European
EUR___FIN___HG00368	European
EUR___FIN___HG00369	European
EUR___FIN___HG00371	European
EUR___FIN___HG00372	European
EUR___FIN___HG00373	European
EUR___FIN___HG00375	European
EUR___FIN___HG00376	European
EUR___FIN___HG00377	European
EUR___FIN___HG00378	European
EUR___FIN___HG00379	European
EUR___FIN___HG00380	European
EUR___FIN___HG00381	European
EUR___FIN___HG00382	European
EUR___FIN___HG00383	European
EUR___FIN___HG00384	European
EUR___GBR___HG00096	European
EUR___GBR___HG00097	European
EUR___GBR___HG00099	European
EUR___GBR___HG00100	European
EUR___GBR___HG00101	European
EUR___GBR___HG00102	European
EUR___GBR___HG00103	European
EUR___GBR___HG00104	European
EUR___GBR___HG00105	European
EUR___GBR___HG00106	European
EUR___GBR___HG00107	European
EUR___GBR___HG00108	European
EUR___GBR___HG00109	European
EUR___GBR___HG00110	European
EUR___GBR___HG00111	European
EUR___GBR___HG00112	European
EUR___GBR___HG00113	European
EUR___GBR___HG00114	European
EUR___GBR___HG00115	European
EUR___GBR___HG00116	European
